,tweet_id,rating(over_10),total_likes,total_retweets,dog_breed
590,688916208532455424,11,3003,983,Pembroke
591,689143371370250240,10,2232,579,English Springer
592,689154315265683456,9,3348,1128,Cocker Spaniel
593,689275259254616065,10,1273,285,American Staffordshire Terrier
594,689280876073582592,10,2197,819,Chihuahua
595,689283819090870273,9,3624,1250,Scotch Terrier
596,689517482558820352,12,3735,1609,Pembroke
597,689557536375177216,12,2257,519,Eskimo Dog
598,689599056876867584,11,12795,6265,Cocker Spaniel
599,689623661272240129,10,2467,748,Toy Poodle
600,689661964914655233,12,3501,1052,Italian Greyhound
601,689835978131935233,11,2369,850,Collie
602,689877686181715968,9,3323,1344,Old English Sheepdog
603,689905486972461056,11,2651,787,Pomeranian
604,689977555533848577,12,1490,502,Labrador Retriever
605,689999384604450816,10,1561,424,Standard Poodle
606,690005060500217858,10,4004,1907,Samoyed
607,690015576308211712,12,2740,836,Malamute
608,690021994562220032,10,3056,1180,Malamute
609,690360449368465409,9,2925,1006,Pug
610,690374419777196032,11,3560,972,Kuvasz
611,690400367696297985,10,2041,509,Pembroke
612,690597161306841088,11,2163,681,Lhasa
613,690649993829576704,11,1435,325,Mexican Hairless
614,690690673629138944,10,2547,898,Maltese Dog
615,690728923253055490,8,2384,597,Kuvasz
616,690735892932222976,13,4134,1442,Golden Retriever
617,690959652130045952,11,3902,1421,Golden Retriever
618,691096613310316544,11,3253,1019,Borzoi
619,691321916024623104,11,2828,747,Rottweiler
620,691416866452082688,13,21253,8689,Lakeland Terrier
621,691444869282295808,12,2890,955,Bernese Mountain Dog
622,691459709405118465,12,4449,1294,Shetland Sheepdog
623,691483041324204033,5,2608,656,Bloodhound
624,691675652215414786,10,2116,577,Chihuahua
625,691756958957883396,10,3179,1161,Saint Bernard
626,692017291282812928,9,3153,1081,Tibetan Terrier
627,692142790915014657,13,1798,438,Toy Poodle
628,692158366030913536,10,2369,896,Pug
629,692187005137076224,12,2768,929,Siberian Husky
630,692530551048294401,10,2021,474,Siberian Husky
631,692535307825213440,10,3504,1529,Pug
632,692568918515392513,12,4739,1737,Golden Retriever
633,692752401762250755,13,7496,4124,Samoyed
634,692828166163931137,12,3148,998,Samoyed
635,692894228850999298,10,2511,910,German Short-Haired Pointer
636,692901601640583168,10,1971,682,Soft-Coated Wheaten Terrier
637,692905862751522816,10,2683,998,Mexican Hairless
638,692919143163629568,9,2926,838,Saint Bernard
639,693095443459342336,10,2056,523,Yorkshire Terrier
640,693109034023534592,11,1889,695,Cocker Spaniel
641,693155686491000832,12,8668,3622,Shih-Tzu
642,693231807727280129,9,3133,841,Vizsla
643,693262851218264065,11,2459,568,Golden Retriever
644,693280720173801472,10,3669,1403,Labrador Retriever
645,693622659251335168,10,1691,422,Malamute
646,693629975228977152,12,2685,894,Pug
647,693642232151285760,9,2790,472,Scottish Deerhound
648,693942351086120961,10,1896,413,Groenendael
649,694001791655137281,11,3705,1176,Pembroke
650,694183373896572928,9,3236,1040,Pekinese
651,694206574471057408,10,4582,2297,Shih-Tzu
652,694329668942569472,9,2203,569,Boxer
653,694352839993344000,10,2244,700,Australian Terrier
654,694356675654983680,10,1653,328,Pomeranian
655,695051054296211456,6,2918,885,Boston Bull
656,695074328191332352,11,3116,1239,Shih-Tzu
657,695095422348574720,12,2888,684,Papillon
658,695314793360662529,10,4004,1675,Maltese Dog
659,695409464418041856,10,9460,4017,Pug
660,695446424020918272,12,4787,2026,Basenji
661,695629776980148225,8,5020,2377,Old English Sheepdog
662,695767669421768709,13,2060,854,Soft-Coated Wheaten Terrier
663,695794761660297217,13,3490,880,Samoyed
664,695816827381944320,11,3287,1320,Pomeranian
665,696405997980676096,7,3531,1284,Borzoi
666,696488710901260288,12,2788,1166,Briard
667,696713835009417216,9,2613,757,Chesapeake Bay Retriever
668,696754882863349760,10,1615,396,Toy Poodle
669,696886256886657024,12,5317,2016,Kuvasz
670,696894894812565505,9,2594,758,Appenzeller
671,696900204696625153,12,3492,1156,Chihuahua
672,697242256848379904,10,2753,751,Eskimo Dog
673,697255105972801536,10,3316,1315,Great Dane
674,697259378236399616,8,3611,1136,Great Dane
675,697270446429966336,10,5131,2087,Toy Poodle
676,697575480820686848,8,2250,572,Whippet
677,697596423848730625,11,3306,1425,Shetland Sheepdog
678,697616773278015490,11,3467,1144,Lhasa
679,697943111201378304,10,2638,776,Great Dane
680,697990423684476929,11,3592,1451,Pembroke
681,697995514407682048,11,1665,372,Staffordshire Bullterrier
682,698178924120031232,10,3084,830,Chesapeake Bay Retriever
683,698195409219559425,9,18408,6750,Labrador Retriever
684,698262614669991936,11,5214,2268,Italian Greyhound
685,698342080612007937,11,2485,1074,Boxer
686,698355670425473025,10,2046,516,Pug
687,698549713696649216,9,2536,704,French Bulldog
688,698635131305795584,12,1400,388,Samoyed
689,698703483621523456,7,1608,425,Brittany Spaniel
690,698710712454139905,10,2710,774,Samoyed
691,698907974262222848,10,2787,699,German Short-Haired Pointer
692,698953797952008193,11,2975,1020,Italian Greyhound
693,698989035503689728,13,3701,1113,Norfolk Terrier
694,699036661657767936,13,2863,1345,Chihuahua
695,699072405256409088,12,3296,1325,Shih-Tzu
696,699079609774645248,8,2677,745,Schipperke
697,699323444782047232,10,3466,983,Labrador Retriever
698,699370870310113280,11,2053,497,Cairn
699,699413908797464576,11,2258,688,Samoyed
700,699423671849451520,10,1505,383,Pug
701,699434518667751424,12,2384,577,Golden Retriever
702,699446877801091073,12,6515,2938,Pembroke
703,699775878809702401,11,2150,690,Dandie Dinmont
704,699779630832685056,10,3039,1397,Malinois
705,699788877217865730,12,2458,557,Border Terrier
706,699801817392291840,11,3345,1088,Golden Retriever
707,700002074055016451,9,3627,1529,Chihuahua
708,700029284593901568,10,2262,661,West Highland White Terrier
709,700143752053182464,10,8282,3129,Golden Retriever
710,700151421916807169,11,2450,754,Italian Greyhound
711,700167517596164096,10,2903,836,Beagle
712,700462010979500032,6,4537,2031,Pomeranian
713,700505138482569216,12,2487,646,Norwegian Elkhound
714,700518061187723268,10,2887,915,American Staffordshire Terrier
715,700747788515020802,11,25130,10673,Great Pyrenees
716,700847567345688576,10,2637,558,Rhodesian Ridgeback
717,700864154249383937,12,2828,685,Kuvasz
718,700890391244103680,11,2437,653,Schipperke
719,701214700881756160,12,13475,5812,Chihuahua
720,701545186879471618,10,2902,680,Border Collie
721,701570477911896070,9,3080,1055,Yorkshire Terrier
722,701601587219795968,10,2299,523,Chihuahua
723,701889187134500865,11,3905,1558,French Bulldog
724,701952816642965504,11,4167,1149,Toy Poodle
725,701981390485725185,12,3755,1106,Pomeranian
726,702217446468493312,9,5268,1526,Golden Retriever
727,702276748847800320,11,2706,860,Boston Bull
728,702321140488925184,12,3604,1156,West Highland White Terrier
729,702539513671897089,12,3134,1091,Pomeranian
730,702598099714314240,11,11332,3712,Kelpie
731,702671118226825216,10,2398,634,Bloodhound
732,702684942141153280,11,3516,1215,Golden Retriever
733,703079050210877440,11,8064,3494,Pembroke
734,703268521220972544,12,2152,618,Kuvasz
735,703356393781329922,9,2085,429,Border Collie
736,703382836347330562,12,3837,1285,Golden Retriever
737,703425003149250560,9,4162,1559,Miniature Pinscher
738,703611486317502464,10,4229,1709,Pembroke
739,703769065844768768,10,3621,1276,Boxer
740,703774238772166656,10,2020,526,Labrador Retriever
741,704347321748819968,10,1729,393,Brittany Spaniel
742,704364645503647744,12,8804,3999,Pembroke
743,704480331685040129,11,3723,1197,Samoyed
744,704499785726889984,12,3212,1124,Chihuahua
745,704761120771465216,13,7283,3257,Chihuahua
746,704847917308362754,12,5594,1727,Golden Retriever
747,704859558691414016,10,2462,612,Pug
748,704871453724954624,12,4585,1245,Norfolk Terrier
749,705066031337840642,12,2378,683,Airedale
750,705102439679201280,10,2342,585,Collie
751,705223444686888960,9,2829,900,Chesapeake Bay Retriever
752,705239209544720384,11,3290,854,Chihuahua
753,705428427625635840,11,4188,1931,Chihuahua
754,705442520700944385,12,4877,1859,Great Pyrenees
755,705475953783398401,12,3231,1045,Golden Retriever
756,705591895322394625,11,3475,1308,Basenji
757,705786532653883392,11,2132,596,Labrador Retriever
758,705898680587526145,10,2597,643,Collie
759,705970349788291072,12,3440,1008,Golden Retriever
760,705975130514706432,10,3397,842,Staffordshire Bullterrier
761,706166467411222528,7,5636,1819,Samoyed
762,706265994973601792,11,2979,1030,Papillon
763,706291001778950144,11,1861,522,Border Terrier
764,706310011488698368,12,23443,9034,Pembroke
765,706346369204748288,12,3768,1035,Tibetan Mastiff
766,706516534877929472,12,3404,1150,Golden Retriever
767,706538006853918722,11,3778,1580,Chow
768,706644897839910912,9,2814,1224,Chihuahua
769,706681918348251136,12,3627,1103,Toy Poodle
770,707014260413456384,11,2502,664,Chihuahua
771,707021089608753152,12,4433,1540,Cocker Spaniel
772,707038192327901184,10,2404,900,Pug
773,707059547140169728,11,2796,759,Samoyed
774,707297311098011648,10,3022,903,Blenheim Spaniel
775,707315916783140866,10,2698,727,Bernese Mountain Dog
776,707377100785885184,9,3603,1214,Golden Retriever
777,707387676719185920,10,3835,1490,Chihuahua
778,707411934438625280,11,2486,673,Lakeland Terrier
779,707420581654872064,4,2499,789,Kuvasz
780,707610948723478529,12,18557,7236,Golden Retriever
781,707741517457260545,10,2718,696,Whippet
782,707776935007539200,11,3593,1079,Miniature Pinscher
783,707969809498152960,11,2941,1097,Toy Poodle
784,708026248782585858,13,4799,2166,Malinois
785,708109389455101952,10,2124,610,Staffordshire Bullterrier
786,708119489313951744,9,2937,1102,Norwich Terrier
787,708130923141795840,11,3707,943,French Bulldog
788,708149363256774660,10,4672,1727,Cardigan
789,708349470027751425,11,2568,831,Basenji
790,708356463048204288,10,3929,1520,Pug
791,708469915515297792,11,3357,926,Chihuahua
792,708479650088034305,13,2768,765,Shih-Tzu
793,708711088997666817,11,2790,834,German Short-Haired Pointer
794,708738143638450176,11,2997,917,Pomeranian
795,708810915978854401,10,18036,7848,Golden Retriever
796,708834316713893888,10,1860,571,Eskimo Dog
797,708845821941387268,9,3226,1015,Schipperke
798,709042156699303936,9,5197,1864,Rottweiler
799,709158332880297985,10,2236,470,Siberian Husky
800,709207347839836162,11,13755,6567,Chihuahua
801,709225125749587968,11,2615,647,Labrador Retriever
802,709409458133323776,8,2855,788,Shetland Sheepdog
803,709449600415961088,10,2420,665,Maltese Dog
804,709519240576036864,9,1620,277,Cocker Spaniel
805,709556954897764353,12,3593,1204,Golden Retriever
806,709566166965075968,12,3865,1367,Chow
807,709852847387627521,12,3824,1336,Chihuahua
808,709918798883774466,12,3250,1215,Pembroke
809,710117014656950272,11,5999,2233,Toy Poodle
810,710140971284037632,8,3017,1008,Pekinese
811,710153181850935296,11,3153,1006,Cocker Spaniel
812,710269109699739648,13,2613,1257,Pug
813,710272297844797440,11,4945,1425,Old English Sheepdog
814,710283270106132480,11,2308,580,Shih-Tzu
815,710588934686908417,12,4968,2107,Pembroke
816,710833117892898816,12,2937,606,Pembroke
817,710844581445812225,10,2775,779,Pembroke
818,710997087345876993,12,4960,1561,Malamute
819,711008018775851008,11,3275,710,French Bulldog
820,711306686208872448,3,3596,819,Dandie Dinmont
821,711363825979756544,11,3996,1287,Pembroke
822,711732680602345472,10,9756,4653,Ibizan Hound
823,711743778164514816,11,3095,1101,Lakeland Terrier
824,712085617388212225,11,3531,556,Shih-Tzu
825,712097430750289920,10,4144,1172,Labrador Retriever
826,712438159032893441,11,5799,1756,Great Pyrenees
827,712668654853337088,10,4531,1367,Labrador Retriever
828,712717840512598017,10,13474,5616,Great Pyrenees
829,712809025985978368,10,20378,7602,Labrador Retriever
830,713175907180089344,10,4851,1630,Malamute
831,713177543487135744,10,7854,3183,Whippet
832,713411074226274305,11,4802,1440,Great Pyrenees
833,713761197720473600,12,5308,1541,Brittany Spaniel
834,713919462244790272,12,3564,869,Siberian Husky
835,714141408463036416,10,4673,1569,Labrador Retriever
836,714214115368108032,13,2480,990,Pug
837,714251586676113411,8,3570,940,Soft-Coated Wheaten Terrier
838,714258258790387713,10,3281,808,Collie
839,714606013974974464,12,3938,1038,Norfolk Terrier
840,714957620017307648,10,4503,1595,Great Pyrenees
841,714982300363173890,9,4094,1166,Brittany Spaniel
842,715009755312439296,12,4550,1392,Chihuahua
843,715200624753819648,12,5578,2110,Chihuahua
844,715220193576927233,10,2630,736,Chihuahua
845,715342466308784130,10,3294,768,West Highland White Terrier
846,715680795826982913,12,4719,1813,Golden Retriever
847,715696743237730304,10,4257,1454,Staffordshire Bullterrier
848,715733265223708672,10,5093,1920,Dandie Dinmont
849,715928423106027520,11,3485,987,Pug
850,716080869887381504,11,5272,1935,Golden Retriever
851,716285507865542656,12,3041,1225,Yorkshire Terrier
852,716791146589110272,11,5204,1474,Pomeranian
853,716802964044845056,10,4627,1317,Malinois
854,717009362452090881,10,3583,1102,Siberian Husky
855,717047459982213120,12,6826,2135,Golden Retriever
856,717421804990701568,9,3446,945,Miniature Pinscher
857,717537687239008257,11,6281,2069,Golden Retriever
858,717841801130979328,11,2660,670,Brittany Spaniel
859,718234618122661888,11,4217,1127,Malamute
860,718246886998687744,3,2115,565,Chihuahua
861,718460005985447936,9,2846,602,Boston Bull
862,718540630683709445,10,2730,1137,Maltese Dog
863,718613305783398402,11,2669,542,Labrador Retriever
864,718631497683582976,10,20697,9126,Pomeranian
865,718939241951195136,12,5720,1973,Pembroke
866,718971898235854848,10,3818,1231,Golden Retriever
867,719332531645071360,11,3711,1078,Dandie Dinmont
868,719339463458033665,10,4822,1403,Golden Retriever
869,719367763014393856,11,3022,827,Soft-Coated Wheaten Terrier
870,719551379208073216,10,5515,2192,Malamute
871,719991154352222208,10,5281,1979,Golden Retriever
872,720043174954147842,11,5332,2253,Samoyed
873,720059472081784833,9,4229,1268,Mexican Hairless
874,720389942216527872,11,6974,2840,Pembroke
875,720415127506415616,10,4503,1681,Rottweiler
876,720775346191278080,10,2702,760,Newfoundland
877,720785406564900865,12,3400,866,Chihuahua
878,721001180231503872,11,2748,686,Samoyed
879,721503162398597120,11,5086,2124,Pomeranian
880,722613351520608256,12,5393,1831,Labrador Retriever
881,723179728551723008,8,5761,2110,Norwegian Elkhound
882,723673163800948736,10,3291,1011,Golden Retriever
883,723688335806480385,12,8435,3347,Chow
884,723912936180330496,12,4236,1374,Samoyed
885,724004602748780546,11,4561,1790,Pug
886,724046343203856385,10,2901,620,Boxer
887,724049859469295616,10,4738,1984,Border Collie
888,724405726123311104,10,5800,1847,Golden Retriever
889,724771698126512129,11,2593,725,German Short-Haired Pointer
890,724983749226668032,12,4040,1462,Golden Retriever
891,725729321944506368,12,5646,2009,Boxer
892,725786712245440512,11,4537,1527,Chow
893,725842289046749185,12,7691,2970,Toy Poodle
894,726224900189511680,9,4811,1302,Standard Poodle
895,726828223124897792,12,3882,1124,Miniature Pinscher
896,726887082820554753,10,4195,1677,Soft-Coated Wheaten Terrier
897,726935089318363137,12,7496,2738,Toy Poodle
898,727175381690781696,10,4209,1540,Flat-Coated Retriever
899,727286334147182592,9,3324,920,Chihuahua
900,727314416056803329,11,3623,834,Toy Poodle
901,727524757080539137,10,4900,1379,Pomeranian
902,727644517743104000,13,6431,1962,Great Pyrenees
903,727685679342333952,12,3206,720,Border Collie
904,728015554473250816,11,4479,1219,Cocker Spaniel
905,728035342121635841,12,4953,1872,Pomeranian
906,728046963732717569,11,4722,1328,Newfoundland
907,728387165835677696,12,3999,1075,Collie
908,728409960103686147,10,5383,2269,Saint Bernard
909,728751179681943552,10,3032,757,Saint Bernard
910,728760639972315136,13,5090,1911,Pembroke
911,728986383096946689,11,3460,917,Maltese Dog
912,729463711119904772,13,6340,2586,German Shepherd
913,729823566028484608,13,4358,1390,Kelpie
914,730211855403241472,11,4180,1182,Pug
915,730427201120833536,11,3809,1176,Eskimo Dog
916,730573383004487680,10,5407,2435,American Staffordshire Terrier
917,730924654643314689,9,6682,2234,Newfoundland
918,731285275100512256,12,3798,1090,Pembroke
919,732005617171337216,11,16324,6154,English Setter
920,732375214819057664,11,8832,2838,Basset
921,732585889486888962,10,4016,868,Staffordshire Bullterrier
922,732726085725589504,11,3855,1003,Pomeranian
923,732732193018155009,12,2671,599,Staffordshire Bullterrier
924,733109485275860992,12,44619,17621,Golden Retriever
925,733460102733135873,11,4605,1451,Chow
926,733482008106668032,10,3438,1065,French Bulldog
927,733822306246479872,10,4015,1141,Lhasa
928,733828123016450049,10,3926,881,Beagle
929,734776360183431168,11,2742,608,Siberian Husky
930,734787690684657664,13,13745,7102,Golden Retriever
931,734912297295085568,10,2993,572,Maltese Dog
932,735137028879360001,9,3428,1092,Walker Hound
933,735256018284875776,8,3675,993,Staffordshire Bullterrier
934,735635087207878657,11,6776,2659,Pug
935,735648611367784448,12,4397,1237,Pembroke
936,735991953473572864,11,3934,1283,Cocker Spaniel
937,736010884653420544,10,8652,3355,Golden Retriever
938,736225175608430592,10,8901,3115,Labrador Retriever
939,736365877722001409,11,4367,1408,Toy Poodle
940,736736130620620800,13,4736,1972,Schipperke
941,737445876994609152,13,11302,5048,Samoyed
942,737678689543020544,11,5528,1509,Pembroke
943,737800304142471168,10,10943,3904,Malamute
944,737826014890496000,10,5757,2006,Vizsla
945,738156290900254721,10,2768,748,Pug
946,738166403467907072,12,9635,3828,Keeshond
947,738184450748633089,9,4727,1360,Bedlington Terrier
948,738402415918125056,10,3599,955,Cocker Spaniel
949,738537504001953792,11,5575,1759,Chow
950,738883359779196928,10,3661,917,Labrador Retriever
951,738885046782832640,11,4127,1283,American Staffordshire Terrier
952,739238157791694849,13,75163,52360,Eskimo Dog
953,739485634323156992,6,7887,3309,Walker Hound
954,739544079319588864,10,43694,24319,Labrador Retriever
955,739606147276148736,9,5897,1876,Blenheim Spaniel
956,739844404073074688,12,4138,966,Toy Poodle
957,739932936087216128,10,4443,1217,Redbone
958,739979191639244800,12,21898,6719,Irish Water Spaniel
959,740214038584557568,10,7335,2220,Chesapeake Bay Retriever
960,740359016048689152,9,3610,967,Golden Retriever
961,740676976021798912,11,19881,7724,Norwegian Elkhound
962,740711788199743490,9,3736,1062,Toy Poodle
963,740995100998766593,10,7018,3154,Malamute
964,741067306818797568,12,10342,3520,Golden Retriever
965,741303864243200000,12,9631,3650,Chihuahua
966,741438259667034112,9,4026,937,Chesapeake Bay Retriever
967,741743634094141440,11,8945,3144,Labrador Retriever
968,741793263812808706,10,4982,1698,Kuvasz
969,742150209887731712,8,5661,1783,French Bulldog
970,742385895052087300,11,7457,2266,Cardigan
971,742423170473463808,12,10812,4319,Pug
972,743210557239623680,10,4215,1560,Golden Retriever
973,743222593470234624,12,6792,2164,Kuvasz
974,743253157753532416,10,4624,1366,Malamute
975,743545585370791937,11,3863,1066,Standard Poodle
976,743609206067040256,10,4917,1560,Weimaraner
977,743895849529389061,10,3999,1087,Dalmatian
978,743980027717509120,11,4551,1231,Bull Mastiff
979,744234799360020481,13,131075,79515,Labrador Retriever
980,744334592493166593,11,7443,2412,Samoyed
981,744709971296780288,10,6150,1771,Shetland Sheepdog
982,744971049620602880,12,8652,3042,Toy Poodle
983,744995568523612160,9,3277,716,Old English Sheepdog
984,745057283344719872,12,7945,2585,Shetland Sheepdog
985,745422732645535745,9,9412,2768,Labrador Retriever
986,745433870967832576,10,7824,2894,Basset
987,745712589599014916,7,7652,2636,Chow
988,745789745784041472,10,4437,1207,Pekinese
989,746056683365994496,11,3904,931,Shetland Sheepdog
990,746131877086527488,10,7565,2511,Chow
991,746369468511756288,9,6637,1854,German Shepherd
992,746507379341139972,10,5094,1226,Toy Poodle
993,746726898085036033,12,6648,2037,Golden Retriever
994,746790600704425984,10,5345,1806,Boston Bull
995,746818907684614144,13,5807,1944,Ibizan Hound
996,746872823977771008,11,6593,2429,Pembroke
997,747103485104099331,11,10534,4548,Labrador Retriever
998,747219827526344708,11,5792,1791,Shetland Sheepdog
999,747512671126323200,10,6110,1803,Cardigan
1000,747594051852075008,11,4065,1205,Basenji
1001,747600769478692864,10,2545,619,Chesapeake Bay Retriever
1002,747816857231626240,4,5346,1316,Pembroke
1003,747844099428986880,11,3084,851,Pembroke
1004,747885874273214464,8,3243,1116,Kuvasz
1005,747933425676525569,11,7310,2894,Samoyed
1006,747963614829678593,10,6397,2444,Kelpie
1007,748324050481647620,11,4078,867,Shetland Sheepdog
1008,748346686624440324,10,5735,1413,Borzoi
1009,748568946752774144,12,2411,776,Tibetan Terrier
1010,748575535303884801,6,6696,2272,Soft-Coated Wheaten Terrier
1011,748699167502000129,11,5213,1814,Pembroke
1012,748932637671223296,13,6461,2564,Borzoi
1013,748977405889503236,10,11235,3759,German Short-Haired Pointer
1014,749036806121881602,8,3425,896,West Highland White Terrier
1015,749064354620928000,11,5277,1714,Pug
1016,749317047558017024,12,6076,2509,Wire-Haired Fox Terrier
1017,749395845976588288,10,9488,3951,Pomeranian
1018,749403093750648834,10,2892,622,Chesapeake Bay Retriever
1019,749417653287129088,11,6721,1904,Papillon
1020,749774190421639168,12,5114,1493,Pekinese
1021,749996283729883136,12,3331,919,Old English Sheepdog
1022,750011400160841729,11,3568,1035,Boston Bull
1023,750026558547456000,10,2986,888,Standard Poodle
1024,750041628174217216,13,3502,703,Labrador Retriever
1025,750056684286914561,11,3444,1011,Saluki
1026,750071704093859840,10,8653,3802,Redbone
1027,750086836815486976,12,2383,613,Pug
1028,750101899009982464,11,3344,959,Golden Retriever
1029,750117059602808832,10,4740,1466,Shih-Tzu
1030,750132105863102464,11,3990,1440,Toy Poodle
1031,750147208377409536,13,3409,1095,Pug
1032,750383411068534784,9,5005,1309,Border Collie
1033,750429297815552001,12,14569,4947,Golden Retriever
1034,750719632563142656,12,14621,5747,Pembroke
1035,750868782890057730,11,5306,1595,Toy Poodle
1036,751132876104687617,10,5610,1480,Labrador Retriever
1037,751205363882532864,12,6948,2086,Labrador Retriever
1038,751251247299190784,10,13791,6695,Walker Hound
1039,751456908746354688,12,3516,1127,Golden Retriever
1040,751538714308972544,10,5547,1445,Labrador Retriever
1041,751583847268179968,5,4849,1265,Dalmatian
1042,751598357617971201,13,8699,3440,Toy Poodle
1043,751830394383790080,12,6428,2227,Chow
1044,751937170840121344,11,5770,1530,Lakeland Terrier
1045,752173152931807232,12,6569,2106,Labrador Retriever
1046,752334515931054080,8,4238,1263,Bedlington Terrier
1047,752519690950500352,11,8157,3917,Labrador Retriever
1048,752660715232722944,10,4878,1794,English Setter
1049,752682090207055872,10,6642,1846,German Shepherd
1050,752917284578922496,11,7592,1790,German Shepherd
1051,753026973505581056,10,4283,1109,Pembroke
1052,753294487569522689,11,3758,1191,Chow
1053,753375668877008896,8,8411,2655,Bluetick
1054,753398408988139520,12,6384,2186,Whippet
1055,753655901052166144,10,6458,2492,Miniature Pinscher
1056,754011816964026368,12,9726,4079,French Bulldog
1057,754120377874386944,10,8655,2670,Chow
1058,754449512966619136,11,4147,846,Beagle
1059,754856583969079297,11,7616,2870,Golden Retriever
1060,755110668769038337,13,23446,12621,Labrador Retriever
1061,755955933503782912,12,8092,3285,Pekinese
1062,756275833623502848,10,7114,1738,Airedale
1063,756288534030475264,12,28519,15071,French Bulldog
1064,756303284449767430,11,4359,1231,Golden Retriever
1065,756651752796094464,11,5612,1511,Pembroke
1066,756939218950160384,12,7342,2295,Golden Retriever
1067,756998049151549440,11,6923,2271,Golden Retriever
1068,757354760399941633,8,4995,1637,Italian Greyhound
1069,757393109802180609,10,6462,2009,Labrador Retriever
1070,757400162377592832,13,16743,7759,Golden Retriever
1071,757611664640446465,12,5026,1272,Bluetick
1072,757725642876129280,11,5022,1391,Labrador Retriever
1073,757741869644341248,10,7613,3710,Old English Sheepdog
1074,758041019896193024,9,3001,433,Cardigan
1075,758355060040593408,11,3797,1245,Pembroke
1076,758405701903519748,10,5756,2204,Chesapeake Bay Retriever
1077,758474966123810816,11,4227,1132,Pembroke
1078,758740312047005698,12,6339,1824,Chesapeake Bay Retriever
1079,758828659922702336,13,12376,4376,Chesapeake Bay Retriever
1080,758854675097526272,11,3904,1027,Old English Sheepdog
1081,759047813560868866,11,7227,2302,Labrador Retriever
1082,759099523532779520,7,16101,4813,Shetland Sheepdog
1083,759197388317847553,12,6725,2221,Kuvasz
1084,759447681597108224,11,9418,2827,Kuvasz
1085,759557299618865152,10,5202,1341,Golden Retriever
1086,759793422261743616,12,6620,2173,Golden Retriever
1087,759846353224826880,11,7433,2265,Sussex Spaniel
1088,759923798737051648,10,16284,6521,Labrador Retriever
1089,760290219849637889,13,29618,13140,Old English Sheepdog
1090,760539183865880579,12,8399,4168,Samoyed
1091,760656994973933572,11,7343,2210,Golden Retriever
1092,760893934457552897,11,4228,1104,Blenheim Spaniel
1093,761004547850530816,11,12482,3952,Golden Retriever
1094,761227390836215808,10,5908,1775,French Bulldog
1095,761292947749015552,11,4957,1265,Standard Poodle
1096,761334018830917632,10,5792,1669,Norwegian Elkhound
1097,761599872357261312,11,4578,1336,Gordon Setter
1098,761976711479193600,12,5992,2310,Labrador Retriever
1099,762464539388485633,12,11503,4839,Chow
1100,762471784394268675,12,12571,7612,Samoyed
1101,762699858130116608,11,13518,4190,Kelpie
1102,763103485927849985,10,8163,2602,Chow
1103,763183847194451968,8,6004,1702,Miniature Poodle
1104,763837565564780549,11,14041,4858,Malamute
1105,764259802650378240,10,6718,1745,German Shepherd
1106,764857477905154048,12,7099,2029,Bernese Mountain Dog
1107,765222098633691136,10,12902,3914,Dalmatian
1108,765371061932261376,11,7842,2475,Golden Retriever
1109,765395769549590528,13,20539,3127,Pembroke
1110,765669560888528897,12,5760,1407,Beagle
1111,765719909049503744,12,8021,2475,Golden Retriever
1112,766008592277377025,11,4149,571,Welsh Springer Spaniel
1113,766069199026450432,12,4765,1003,Redbone
1114,766313316352462849,12,7493,2166,Toy Poodle
1115,766423258543644672,9,6671,1825,Keeshond
1116,766693177336135680,11,4484,918,Doberman
1117,766793450729734144,10,5650,1565,Beagle
1118,767122157629476866,13,11227,3261,Toy Poodle
1119,767500508068192258,12,8295,2688,Chow
1120,767754930266464257,11,17814,6221,Vizsla
1121,768473857036525572,11,15110,3958,Labrador Retriever
1122,768596291618299904,12,5592,1473,Great Pyrenees
1123,768609597686943744,10,4580,1382,Basenji
1124,768855141948723200,11,4660,1034,Chow
1125,768970937022709760,12,16017,7574,Pomeranian
1126,769212283578875904,12,5980,1969,Golden Retriever
1127,769695466921623552,13,7101,1926,Pug
1128,769940425801170949,12,34948,11131,Miniature Pinscher
1129,770069151037685760,10,8385,2651,Boston Bull
1130,770293558247038976,10,6923,1718,Italian Greyhound
1131,770414278348247044,11,6987,2390,Golden Retriever
1132,770772759874076672,11,5749,1626,Chow
1133,770787852854652928,10,5498,1415,Bernese Mountain Dog
1134,771102124360998913,12,6898,1663,Labrador Retriever
1135,771136648247640064,11,10223,3357,Golden Retriever
1136,771380798096281600,11,11746,5912,Collie
1137,771500966810099713,12,9167,3018,Labrador Retriever
1138,771770456517009408,11,13356,3924,Papillon
1139,772102971039580160,11,4448,1065,Pembroke
1140,772114945936949249,10,3005,546,Chihuahua
1141,772117678702071809,12,4165,848,Labrador Retriever
1142,772152991789019136,10,4181,1300,Golden Retriever
1143,772193107915964416,12,6665,1612,Pembroke
1144,772581559778025472,10,7192,1968,Newfoundland
1145,772826264096874500,11,8842,2669,Basset
1146,772877495989305348,11,9555,4501,Norwegian Elkhound
1147,773191612633579521,12,11117,4736,Blenheim Spaniel
1148,773247561583001600,10,10414,3699,Miniature Pinscher
1149,773308824254029826,12,25846,8640,Labrador Retriever
1150,773547596996571136,11,24553,7126,Norwegian Elkhound
1151,773670353721753600,10,5935,1501,Old English Sheepdog
1152,773704687002451968,12,7317,1891,Silky Terrier
1153,773922284943896577,12,7110,1999,Pomeranian
1154,773985732834758656,11,11925,4492,Pug
